city,admin_name,lat,lng,forecast_date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,temp_category,rain_category,wind_category,risk_score
Tameslouht,Marrakech-Safi,31.5,-8.1,2026-09-18,31.1,18.5,0.0,5,10.7,18.7,3,Hot,Dry,Breezy,17.35
Tameslouht,Marrakech-Safi,31.5,-8.1,2026-09-19,35.5,19.8,0.0,4,11.7,20.2,3,Very Hot,Dry,Breezy,23.35
Tameslouht,Marrakech-Safi,31.5,-8.1,2026-09-20,38.8,24.0,0.0,5,21.3,52.6,3,Very Hot,Dry,Breezy,32.27
Tameslouht,Marrakech-Safi,31.5,-8.1,2026-09-21,36.6,24.4,0.0,3,17.6,33.1,1,Very Hot,Dry,Breezy,27.68
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-15,36.3,23.4,0.0,0,19.0,36.7,0,Very Hot,Dry,Breezy,28.0
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-16,30.9,20.5,0.0,0,25.1,46.4,0,Hot,Dry,Breezy,24.3
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-17,25.5,20.1,0.0,0,32.4,57.2,3,Hot,Dry,Strong Wind,21.2
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-18,25.7,19.8,0.1,2,26.9,49.0,51,Hot,Light Rain,Breezy,18.77
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-19,25.4,19.5,0.0,1,21.6,42.8,3,Hot,Dry,Breezy,15.68
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-20,29.8,18.3,0.0,0,17.4,34.6,3,Hot,Dry,Breezy,19.07
Tan-Tan,Guelmim-Oued Noun,28.4333,-11.1,2026-09-21,34.5,18.2,0.0,4,16.3,40.0,0,Very Hot,Dry,Breezy,24.4
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-15,30.9,21.5,0.0,0,13.2,30.2,1,Hot,Dry,Breezy,18.35
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-16,26.5,18.1,0.0,0,17.2,41.4,3,Hot,Dry,Breezy,14.85
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-17,26.9,16.4,0.0,0,11.2,27.4,3,Hot,Dry,Breezy,12.35
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-18,28.3,19.2,0.0,3,17.9,42.5,3,Hot,Dry,Breezy,17.45
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-19,28.0,21.9,0.0,0,29.0,70.2,3,Hot,Dry,Breezy,22.62
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-20,26.8,23.0,0.0,0,42.5,82.1,1,Hot,Dry,Strong Wind,27.88
Tangier,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,2026-09-21,26.2,22.2,0.0,0,40.0,77.4,1,Hot,Dry,Strong Wind,25.87
Taourirt,Oriental,34.41,-2.89,2026-09-15,32.8,19.0,0.0,0,22.0,35.6,3,Very Hot,Dry,Breezy,25.12
Taourirt,Oriental,34.41,-2.89,2026-09-16,34.7,18.9,0.0,0,22.6,36.7,2,Very Hot,Dry,Breezy,27.8
Taourirt,Oriental,34.41,-2.89,2026-09-17,30.5,19.3,0.0,8,28.6,48.2,3,Hot,Dry,Breezy,25.55
Taourirt,Oriental,34.41,-2.89,2026-09-18,29.1,19.9,0.0,13,28.6,47.2,3,Hot,Dry,Breezy,23.8
Taourirt,Oriental,34.41,-2.89,2026-09-19,29.2,19.0,0.0,5,28.9,50.8,3,Hot,Dry,Breezy,24.07
Taourirt,Oriental,34.41,-2.89,2026-09-20,30.5,20.3,0.0,1,24.2,42.5,3,Hot,Dry,Breezy,23.35
Taourirt,Oriental,34.41,-2.89,2026-09-21,30.3,18.9,0.0,0,25.3,41.8,2,Hot,Dry,Breezy,23.65
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-15,41.1,27.7,0.0,10,18.6,40.3,3,Extreme Hot,Dry,Breezy,33.8
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-16,37.1,24.3,0.0,0,21.9,43.6,1,Very Hot,Dry,Breezy,30.45
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-17,30.9,19.5,0.0,0,25.6,52.6,2,Hot,Dry,Breezy,24.55
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-18,31.1,18.7,0.0,3,19.7,40.0,3,Hot,Dry,Breezy,21.85
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-19,33.8,19.9,0.0,0,23.4,49.7,1,Very Hot,Dry,Breezy,27.07
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-20,33.5,21.7,0.0,0,24.2,42.8,1,Very Hot,Dry,Breezy,27.1
Taroudannt,Souss-Massa,30.4711,-8.8778,2026-09-21,40.7,20.8,0.0,5,21.6,45.7,1,Extreme Hot,Dry,Breezy,34.8
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-15,33.5,19.5,0.0,0,12.6,25.9,3,Very Hot,Dry,Breezy,21.3
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-16,31.1,20.0,0.0,0,24.2,50.4,1,Hot,Dry,Breezy,24.1
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-17,30.2,17.7,0.0,5,12.7,28.4,3,Hot,Dry,Breezy,17.22
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-18,28.8,18.2,0.0,5,17.3,35.6,3,Hot,Dry,Breezy,17.78
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-19,29.3,18.7,0.0,5,24.1,50.0,3,Hot,Dry,Breezy,21.8
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-20,30.4,19.7,0.0,3,23.2,46.8,3,Hot,Dry,Breezy,22.73
Taza,Fès-Meknès,34.2144,-4.0088,2026-09-21,30.9,19.6,0.0,3,22.0,40.0,2,Hot,Dry,Breezy,22.75
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-15,28.2,21.4,0.0,0,11.9,32.0,45,Hot,Dry,Breezy,14.32
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-16,26.0,20.3,0.0,0,15.0,38.5,2,Hot,Dry,Breezy,13.12
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-17,25.9,18.6,0.0,0,12.3,32.8,3,Hot,Dry,Breezy,11.65
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-18,25.7,17.4,0.0,5,11.4,31.3,3,Hot,Dry,Breezy,10.95
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-19,28.9,16.2,0.0,3,12.4,32.4,1,Hot,Dry,Breezy,15.45
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-20,30.0,20.4,0.0,3,10.7,22.3,2,Hot,Dry,Breezy,15.97
Temara,Rabat-Salé-Kénitra,33.9234,-6.9076,2026-09-21,27.0,21.3,0.0,0,12.8,27.0,3,Hot,Dry,Breezy,13.28
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-15,36.6,26.0,0.0,3,15.0,34.9,3,Very Hot,Dry,Breezy,26.38
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-16,31.6,22.2,0.0,0,16.9,37.1,1,Hot,Dry,Breezy,21.08
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-17,29.0,21.0,0.0,0,24.3,51.1,3,Hot,Dry,Breezy,21.52
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-18,27.9,20.2,0.0,0,19.4,42.5,3,Hot,Dry,Breezy,17.7
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-19,28.6,20.5,0.0,0,22.4,47.2,2,Hot,Dry,Breezy,20.08
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-20,30.1,20.3,0.0,0,24.9,42.8,2,Hot,Dry,Breezy,23.2
Temsia,Souss-Massa,30.3633,-9.4144,2026-09-21,40.5,22.5,0.0,0,24.0,43.2,1,Extreme Hot,Dry,Breezy,35.75
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-15,37.0,26.0,0.0,8,18.4,26.3,1,Very Hot,Dry,Breezy,28.57
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-16,38.4,23.4,0.0,0,39.3,58.3,0,Very Hot,Dry,Strong Wind,40.77
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-17,31.5,18.0,0.0,0,36.8,54.7,0,Hot,Dry,Strong Wind,30.9
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-18,29.7,16.4,0.0,0,35.9,53.3,3,Hot,Dry,Strong Wind,28.2
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-19,31.5,16.3,0.0,0,24.5,38.2,3,Hot,Dry,Breezy,24.75
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-20,37.8,18.7,0.0,12,16.4,30.6,0,Very Hot,Dry,Breezy,28.57
Tifariti,Laâyoune-Sakia El Hamra,26.158,-10.567,2026-09-21,36.6,25.1,0.0,18,17.7,27.0,1,Very Hot,Dry,Breezy,27.73
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-15,33.7,22.2,0.0,0,17.5,35.6,0,Very Hot,Dry,Breezy,24.0
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-16,29.5,19.1,0.0,0,19.1,38.5,2,Hot,Dry,Breezy,19.55
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-17,27.8,16.4,0.0,0,15.5,31.3,3,Hot,Dry,Breezy,15.62
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-18,29.5,15.8,0.0,5,14.8,29.5,45,Hot,Dry,Breezy,17.4
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-19,34.3,17.8,0.0,3,15.1,33.5,2,Very Hot,Dry,Breezy,23.55
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-20,38.5,21.6,0.0,3,17.3,37.4,2,Very Hot,Dry,Breezy,29.9
Tiflet,Rabat-Salé-Kénitra,33.9,-6.33,2026-09-21,36.4,21.9,0.0,3,18.8,36.7,3,Very Hot,Dry,Breezy,28.02
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-15,32.4,22.7,0.0,18,22.5,56.2,3,Very Hot,Dry,Breezy,24.87
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-16,32.1,19.9,0.0,5,26.8,44.6,3,Very Hot,Dry,Breezy,26.65
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-17,29.6,20.7,1.0,48,23.6,36.0,80,Hot,Light Rain,Breezy,22.68
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-18,30.6,18.4,0.0,55,19.9,31.0,3,Hot,Dry,Breezy,21.32
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-19,30.3,21.4,0.0,33,19.4,29.2,3,Hot,Dry,Breezy,20.7
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-20,31.3,22.3,0.0,23,16.6,24.8,3,Hot,Dry,Breezy,20.55
Tineghir,Drâa-Tafilalet,31.5147,-5.5328,2026-09-21,31.7,21.0,0.6,25,13.1,26.3,80,Hot,Light Rain,Breezy,19.75
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-15,30.0,21.5,0.0,0,12.8,34.2,45,Hot,Dry,Breezy,17.03
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-16,26.3,20.4,0.0,0,14.7,37.4,2,Hot,Dry,Breezy,13.35
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-17,26.3,19.5,0.0,0,12.9,35.3,3,Hot,Dry,Breezy,12.45
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-18,26.0,18.1,0.0,3,14.5,37.8,3,Hot,Dry,Breezy,12.88
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-19,27.5,18.3,0.0,2,13.3,35.3,2,Hot,Dry,Breezy,14.15
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-20,31.2,21.4,0.0,3,12.0,31.0,2,Hot,Dry,Breezy,18.12
Tit Mellil,Casablanca-Settat,33.5533,-7.4822,2026-09-21,30.0,21.5,0.0,0,13.4,34.2,2,Hot,Dry,Breezy,17.33
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-15,36.2,26.7,0.0,0,18.1,32.4,1,Very Hot,Dry,Breezy,27.43
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-16,32.7,22.1,0.0,0,22.5,37.1,0,Very Hot,Dry,Breezy,25.25
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-17,23.6,19.7,0.0,0,23.0,38.5,3,Moderate,Dry,Breezy,14.13
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-18,25.8,19.8,0.0,0,21.8,36.4,3,Hot,Dry,Breezy,16.28
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-19,27.6,20.1,0.0,0,15.7,27.4,1,Hot,Dry,Breezy,15.47
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-20,27.4,20.9,0.0,0,13.7,24.1,1,Hot,Dry,Breezy,14.22
Tiznit,Souss-Massa,29.7,-9.7269,2026-09-21,34.8,20.2,0.0,0,12.3,22.0,0,Very Hot,Dry,Breezy,22.77
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-15,29.4,21.2,0.0,0,12.2,32.0,2,Hot,Dry,Breezy,15.97
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-16,33.3,19.4,0.0,0,24.9,58.0,3,Very Hot,Dry,Breezy,27.2
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-17,28.0,15.1,0.0,0,11.0,27.4,3,Hot,Dry,Breezy,13.63
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-18,26.7,19.5,0.0,8,15.5,40.3,3,Hot,Dry,Breezy,14.25
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-19,27.0,22.0,0.0,5,30.0,71.6,2,Hot,Dry,Breezy,21.88
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-20,26.4,22.6,0.0,5,36.4,77.8,2,Hot,Dry,Strong Wind,24.32
Tétouan,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,2026-09-21,26.5,22.3,0.0,0,32.4,67.3,2,Hot,Dry,Strong Wind,22.45
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-15,31.6,21.9,0.0,5,15.7,27.0,3,Hot,Dry,Breezy,20.48
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-16,33.5,19.0,0.0,3,23.5,41.0,1,Very Hot,Dry,Breezy,26.75
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-17,32.3,20.2,0.5,33,14.1,25.9,80,Very Hot,Light Rain,Breezy,20.92
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-18,32.5,18.9,0.0,15,19.0,33.1,3,Very Hot,Dry,Breezy,23.25
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-19,32.4,21.3,0.0,16,13.2,23.8,2,Very Hot,Dry,Breezy,20.22
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-20,33.6,23.4,0.0,16,14.7,27.0,2,Very Hot,Dry,Breezy,22.48
Warzat,Drâa-Tafilalet,30.9167,-6.9167,2026-09-21,34.3,20.8,0.0,5,15.9,33.8,3,Very Hot,Dry,Breezy,23.95
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-15,37.4,24.6,0.0,3,22.3,46.4,3,Very Hot,Dry,Breezy,31.02
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-16,32.1,19.9,0.0,0,20.0,41.8,2,Very Hot,Dry,Breezy,23.25
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-17,28.6,17.5,0.0,0,16.9,36.0,3,Hot,Dry,Breezy,17.33
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-18,30.5,17.9,0.0,0,16.6,34.6,2,Hot,Dry,Breezy,19.55
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-19,33.7,17.1,0.0,3,17.1,36.4,45,Very Hot,Dry,Breezy,23.8
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-20,38.9,23.1,0.0,3,20.2,40.7,3,Very Hot,Dry,Breezy,31.85
Youssoufia,Marrakech-Safi,32.25,-8.53,2026-09-21,35.6,22.5,0.0,0,20.1,37.1,3,Very Hot,Dry,Breezy,27.68
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-15,36.7,26.2,0.0,5,16.9,27.4,3,Very Hot,Dry,Breezy,27.45
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-16,36.9,23.6,0.0,5,13.2,22.0,2,Very Hot,Dry,Breezy,25.85
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-17,34.1,25.9,0.1,15,18.7,33.5,3,Very Hot,Light Rain,Breezy,25.18
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-18,35.4,23.9,0.0,10,9.3,18.4,3,Very Hot,Dry,Calm,22.02
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-19,36.0,25.6,0.0,8,20.3,31.7,2,Very Hot,Dry,Breezy,28.27
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-20,36.6,25.4,0.0,3,21.9,34.2,1,Very Hot,Dry,Breezy,29.83
Zagora,Drâa-Tafilalet,30.3316,-5.8376,2026-09-21,37.4,24.0,0.0,3,17.6,39.6,3,Very Hot,Dry,Breezy,28.68
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-15,36.3,20.5,0.0,5,18.3,33.1,3,Very Hot,Dry,Breezy,27.65
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-16,32.3,17.6,0.0,0,13.0,24.5,1,Very Hot,Dry,Breezy,20.0
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-17,30.3,16.6,0.0,3,12.5,23.4,3,Hot,Dry,Breezy,17.25
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-18,31.3,16.1,0.0,15,10.9,20.9,3,Hot,Dry,Breezy,17.7
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-19,35.3,18.4,0.0,5,13.3,25.9,3,Very Hot,Dry,Breezy,23.9
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-20,38.0,22.8,0.0,3,16.8,30.6,3,Very Hot,Dry,Breezy,29.03
Zawyat ech Cheïkh,Béni Mellal-Khénifra,32.6541,-5.9214,2026-09-21,35.3,22.7,0.9,3,15.8,31.7,3,Very Hot,Light Rain,Breezy,25.82
Zaïo,Oriental,34.9396,-2.7334,2026-09-15,30.4,18.6,0.0,0,9.7,23.4,3,Hot,Dry,Calm,15.97
Zaïo,Oriental,34.9396,-2.7334,2026-09-16,33.7,19.8,0.0,0,14.5,31.7,2,Very Hot,Dry,Breezy,22.5
Zaïo,Oriental,34.9396,-2.7334,2026-09-17,27.8,19.1,0.0,5,17.8,40.0,3,Hot,Dry,Breezy,16.78
Zaïo,Oriental,34.9396,-2.7334,2026-09-18,27.6,20.0,0.0,8,15.6,34.2,45,Hot,Dry,Breezy,15.43
Zaïo,Oriental,34.9396,-2.7334,2026-09-19,27.9,19.6,0.0,6,24.4,49.3,45,Hot,Dry,Breezy,20.2
Zaïo,Oriental,34.9396,-2.7334,2026-09-20,28.2,20.1,0.0,3,23.6,42.8,45,Hot,Dry,Breezy,20.18
Zaïo,Oriental,34.9396,-2.7334,2026-09-21,27.8,17.4,0.0,0,23.2,41.4,45,Hot,Dry,Breezy,19.48
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-15,28.4,19.7,0.0,0,12.0,24.8,45,Hot,Dry,Breezy,14.62
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-16,32.6,19.0,0.0,0,9.8,22.0,2,Very Hot,Dry,Calm,18.78
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-17,27.5,18.7,0.0,3,17.8,37.1,3,Hot,Dry,Breezy,16.4
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-18,26.1,21.1,0.3,10,17.4,33.8,45,Hot,Light Rain,Breezy,14.68
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-19,26.3,21.0,0.0,8,25.4,51.1,3,Hot,Dry,Breezy,18.7
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-20,26.3,22.0,0.0,5,24.7,46.1,3,Hot,Dry,Breezy,18.35
Zeghanghane,Oriental,35.1575,-3.0017,2026-09-21,26.8,20.9,0.0,0,23.1,42.5,2,Hot,Dry,Breezy,18.18
